city,lat,lng,population,density
Linntown,40.9564,-76.9004,1799,953
Avon,40.3426,-76.3793,1798,504
Vevay,38.7427,-85.0783,1798,478
Newburgh Heights,41.4509,-81.6628,1798,1194
Stepping Stone,39.514,-104.8217,1798,942
La Alianza,18.395,-66.5975,1797,610
Mullens,37.5812,-81.3855,1797,376
Battle Ground,40.5076,-86.8526,1796,679
Maysville,34.2555,-83.5521,1796,148
Somerset,39.8064,-82.2996,1796,595
Biltmore,36.3675,-82.2243,1796,270
Ragland,33.7469,-86.1384,1795,41
Kerens,32.1308,-96.2252,1795,277
Franklin Furnace,38.6114,-82.8439,1795,294
Keeler Farm,32.3161,-107.7602,1794,60
Village of the Branch,40.8523,-73.1844,1794,729
Annandale,40.6468,-74.8881,1794,477
Martorell,18.073,-65.8977,1794,755
Oak Leaf,32.5138,-96.8563,1793,292
Kingston,34.0004,-96.7062,1793,315
Benson,41.7492,-111.9173,1793,22
Grill,40.3,-75.9344,1793,891
Cottonport,30.9892,-92.0509,1792,345
French Lick,38.5462,-86.6202,1792,379
Epworth,42.4465,-90.9314,1792,389
Merlin,42.5204,-123.4252,1792,166
Queensland,38.8019,-76.7855,1792,146
Bethlehem Village,41.6401,-73.2031,1792,88
Old Brookville,40.8332,-73.604,1791,173
Richland,40.3574,-76.2569,1791,498
King,44.3402,-89.1228,1790,313
Montpelier,40.5498,-85.287,1790,462
Manchester,38.6901,-83.6055,1790,545
Quitman,32.0417,-88.7202,1790,133
Franklinville,39.6194,-75.0738,1789,200
Kodiak Station,57.745,-152.5442,1789,29
Lisbon,46.4385,-97.6841,1788,301
Ackley,42.5519,-93.0528,1788,281
Edgard,30.0362,-90.546,1788,60
Juarez,26.2009,-97.7296,1787,1558.5
Frisco City,31.4353,-87.4037,1786,171
Minneapolis,39.1243,-97.6997,1786,376
Claycomo,39.1986,-94.4787,1786,265
Baywood Park,37.5292,-122.3417,1786,1256
Bartonsville,39.3901,-77.3513,1786,322
Bonneauville,39.8105,-77.1363,1785,713
Red Boiling Springs,36.5301,-85.8481,1785,393
Channel Lake,42.483,-88.1491,1784,381
Leilani Estates,19.4659,-154.9157,1784,170
Fredericksburg,40.4441,-76.4377,1784,359
Suárez,18.4311,-65.8515,1784,2280.2
Yeguada,18.4842,-66.8802,1783,1380
Chesapeake,38.2232,-81.5363,1783,1430
Sugar City,43.8762,-111.751,1783,346
Heritage Pines,28.4267,-82.6254,1783,654
Level Plains,31.3071,-85.7687,1781,224
Hico,31.9859,-98.0291,1780,376
Johnson City,30.2743,-98.4065,1780,380
Lake Dalecarlia,41.337,-87.4037,1779,608
Long Lake,44.984,-93.5689,1779,802
Oologah,36.4438,-95.7089,1779,413
Zeigler,37.9066,-89.0521,1779,505
Delaware City,39.574,-75.5938,1779,369
Laguna Heights,26.081,-97.2592,1778,1452
Lampeter,39.9908,-76.242,1778,400
Oberlin,30.6069,-92.7724,1778,156
Fairfax,35.3469,-118.9339,1778,720
Bryson City,35.4262,-83.4475,1777,314
Bull Run Mountain Estates,38.9106,-77.6638,1777,389
Rosepine,30.9208,-93.2857,1776,282
Mount Olive,31.7539,-89.656,1776,221
Mountain Village,37.9324,-107.8577,1776,207
New Oxford,39.863,-77.0554,1775,1107
Upper Pohatcong,40.6774,-75.1558,1774,1059
Lukachukai,36.4112,-109.2267,1774,31
Keenesburg,40.1327,-104.538,1774,90
Douglass,37.5169,-97.0105,1774,645
Rushford,43.8132,-91.7538,1774,415
Milam,31.4541,-93.7979,1773,20
Jonesboro,37.451,-89.2666,1772,253
Lyndhurst,38.022,-78.9516,1772,113
Kiawah Island,32.6157,-80.0613,1772,61
Montour Falls,42.3499,-76.8484,1772,227
Lacon,41.0228,-89.4062,1771,427
Rio,38.0804,-78.4732,1771,1106
Adwolf,36.7942,-81.5937,1771,74
Crothersville,38.7944,-85.8399,1771,589
Scotland Neck,36.1308,-77.4214,1770,575
Brodheadsville,40.9267,-75.4017,1770,159
Stamps,33.3568,-93.4955,1770,223
Picacho Hills,32.3158,-106.8785,1770,210
Rogue River,42.4354,-123.1681,1770,708
Columbia City,45.895,-122.8116,1770,871
Mayo,35.0857,-81.8535,1770,224
Fort Deposit,31.9863,-86.5664,1770,120
Hartford,38.8183,-90.0915,1769,132
Campbell,36.493,-90.0762,1768,486
Clintondale,41.6924,-74.0429,1768,106
Inglis,29.0323,-82.6603,1768,199
Ogden,42.0395,-94.0282,1767,498
West Jefferson,36.3938,-81.4898,1767,305
San Felipe Pueblo,35.4338,-106.425,1767,56
Clarksville,36.6171,-78.5638,1766,234
Greilickville,44.805,-85.6634,1765,148
Houserville,40.8266,-77.8226,1765,622
Kershaw,34.5462,-80.5873,1765,329
Batesville,28.9552,-99.6237,1764,115
Twin Lake,43.3696,-86.1837,1764,236
Gordon,42.8064,-102.204,1764,731
Durham,45.3941,-122.758,1764,1662
Higganum,41.4905,-72.558,1763,109
Kaloko,19.7216,-155.9505,1763,50
Star City,33.9408,-91.8399,1762,141
Wewahitchka,30.1148,-85.1935,1762,101
Utica,34.6764,-82.9252,1761,600
Dundas,44.4276,-93.2039,1761,368
Britt,43.0986,-93.803,1761,499
Paulina,30.0351,-90.7226,1761,147
Arcola,38.9447,-77.5307,1761,297
Manson,42.5287,-94.54,1760,209
Norwood,35.8491,-95.1493,1760,20
Denver,42.6683,-92.335,1759,400
Seneca Knolls,43.1201,-76.2873,1759,535
Edgewood,32.6943,-95.8833,1759,487
Shelbina,39.693,-92.0396,1759,290
Weston,39.4032,-94.8862,1759,195
Preston,33.8671,-96.6596,1759,134
Scenic,36.793,-114.0151,1758,41
Church Hill,40.6926,-77.5949,1758,489
Smackover,33.3636,-92.7314,1758,156
Bradley,37.8675,-81.2046,1758,160
Quinlan,32.909,-96.1312,1758,525
San Rafael,35.101,-107.8899,1757,43
Fairplains,36.1954,-81.1559,1757,161
Terra Alta,39.4442,-79.5435,1757,572
Foxfire,35.1791,-79.5639,1757,96
Chatham,36.8185,-79.3967,1756,334
Parkston,43.3929,-97.9864,1756,520
Golden's Bridge,41.2878,-73.6682,1756,281
Elmore,41.4708,-83.2911,1756,838
Mont Alto,39.8404,-77.5559,1756,1205
Corvallis,46.3139,-114.1123,1755,1175
Portola,39.8241,-120.4733,1755,125
Wallis,29.6317,-96.0638,1755,453
Mercer,41.2266,-80.2361,1755,585
Decatur,32.4339,-89.1092,1755,122
Prudenville,44.3013,-84.6654,1755,237
Kaibito,36.592,-111.1071,1755,42
Fall River,43.3856,-89.0455,1755,370
East Washington,40.1745,-80.2325,1754,1508
Zilwaukee,43.4809,-83.9223,1754,306
Altamont,42.7056,-74.034,1754,534
Greenup,39.2484,-88.1598,1754,387
Elizabeth,39.3589,-104.6196,1754,338
Durand,44.627,-91.9607,1753,386
Granite,34.956,-99.3692,1753,200
Hodgkins,41.7659,-87.8613,1753,249
Williamsport,40.2884,-87.2922,1753,518
Cleveland,43.9177,-87.7469,1753,342
Swedeland,40.0882,-75.3325,1753,343
Pomeroy,39.0292,-82.0336,1752,206
Seaside Park,39.9264,-74.0785,1752,1032
South Floral Park,40.7135,-73.7004,1752,4954.9
Iota,30.326,-92.4956,1752,532
Town Line,42.8858,-78.561,1752,146
Pagosa Springs,37.2675,-107.0307,1751,134
Lake City,42.2677,-94.7311,1751,140
Stewartstown,39.7528,-76.5925,1751,801
Walker Valley,41.6399,-74.3761,1751,208
Elkland,41.989,-77.314,1751,258
Winchester,38.5897,-90.526,1751,1873.8
Morovis,18.3268,-66.4057,1750,1203
Edgerton,38.7717,-94.9706,1750,92
Rancho Tehama Reserve,40.001,-122.442,1750,57
Rhome,33.0646,-97.4779,1748,146
Westlake Corner,37.1249,-79.7076,1748,50
Clarkesville,34.6103,-83.5284,1748,274
Remsenburg-Speonk,40.8158,-72.7064,1748,187
Westwood,39.0394,-94.6156,1746,1639
Emory,32.8766,-95.7677,1745,343
Oak Bluffs,41.4551,-70.5657,1745,372
Tenino,46.8538,-122.8606,1744,462
Westlake Village,42.3112,-89.2906,1744,730
Osakis,45.8649,-95.1524,1744,350
Awendaw,32.9661,-79.6586,1744,38
Ralls,33.6788,-101.3846,1743,498
Tonto Basin,33.837,-111.2999,1743,20
Columbus Grove,40.9205,-84.0598,1743,548
Graton,38.4375,-122.866,1743,426
Millwood,47.6856,-117.2806,1742,966
South Browning,48.5459,-113.0127,1742,287
Nisswa,46.5003,-94.2977,1742,62
Pittsville,38.3937,-75.4073,1742,431
Port Barrington,42.2441,-88.1947,1742,579
Sierra Ridge,39.5286,-104.8172,1742,1328
Lost Hills,35.6254,-119.6788,1742,121
North Eastham,41.8539,-69.9968,1741,195
Gwinn,46.2858,-87.4425,1741,239
Frenchtown,47.0287,-114.2461,1741,99
Sardis City,34.1749,-86.1125,1741,85
John Day,44.4181,-118.9563,1740,297
Monroe North,47.8828,-121.9886,1740,282
Wilder,43.6782,-116.907,1740,939
Boronda,36.6947,-121.6745,1740,1170
Winlock,46.4907,-122.9341,1740,519
Charlotte Hall,38.4667,-76.7848,1740,132
Siesta Shores,26.8548,-99.2605,1740,915
Allentown,40.1778,-74.5873,1740,1126
Fern Acres,19.508,-155.0787,1740,98
Blackwater,33.0396,-111.5798,1740,37
Saticoy,34.2819,-119.1454,1739,146.7
Morris,35.6153,-95.8617,1739,550
Pine Mountain,32.8522,-84.8521,1739,218
Walnut Grove,33.7452,-83.8512,1739,236
Black Point-Green Point,38.1121,-122.5194,1738,237
Haubstadt,38.2039,-87.5751,1738,940
Waterman,41.7683,-88.7659,1738,462
Governors Village,35.8519,-79.0258,1738,1507
Lac du Flambeau,45.9696,-89.8994,1737,135
Maple Plain,45.0088,-93.6618,1737,629
Sparta,33.2766,-82.9704,1737,370
Lovelock,40.1787,-118.4775,1736,778
Big Timber,45.8346,-109.9487,1736,703
Greenfield,41.3057,-94.4593,1736,375
Crandon,45.5686,-88.8973,1735,128
Fairfax,39.1432,-84.3972,1735,873
Tuckerman,35.7259,-91.2016,1734,250
Gilman,40.7626,-87.9975,1734,275
Rice,45.7525,-94.2317,1734,117
Gladeville,36.1158,-86.4316,1733,147
Farley,42.4438,-91.0093,1733,413
Collinsville,33.5594,-96.907,1733,675
Oak Grove,32.8619,-91.3911,1733,389
Fort Washakie,43.0069,-108.9205,1732,32
Girard,39.4466,-89.7821,1732,715
Union City,42.0662,-85.1432,1731,462
Avon-by-the-Sea,40.1913,-74.0166,1731,1570
Winterville,33.9666,-83.2815,1731,255
Bismarck,37.7674,-90.6224,1731,668
Chester Center,41.4018,-72.4578,1731,249
Oberlin,39.823,-100.5308,1730,349
Merritt Park,41.5385,-73.8723,1730,1509
Mayfield,41.5394,-75.5315,1730,273
Presidential Lakes Estates,39.9151,-74.5654,1730,598
Hebron,42.4652,-88.4344,1730,345
Elmo,32.7315,-96.1589,1729,163
Big Beaver,40.8233,-80.3632,1729,37
Eden,31.2163,-99.844,1728,280
Wardsville,38.4901,-92.1791,1728,192
Tekamah,41.778,-96.2247,1727,424
Beaver Dam,36.907,-113.9362,1727,78
Minorca,31.5725,-91.4884,1727,149
Waskom,32.4766,-94.0646,1726,248
Paxtang,40.2623,-76.8342,1726,1642
Mantachie,34.3251,-88.4961,1726,169
Copeland,36.6571,-94.8204,1725,91
Drexel,35.7568,-81.6088,1725,482
Sea Girt,40.1308,-74.0358,1725,628
Runaway Bay,33.1774,-97.8709,1724,264
Hazen,34.7964,-91.5714,1724,189
De Pue,41.328,-89.2959,1724,239
Heidelberg,26.1831,-97.885,1724,263
Mechanicsville,38.4355,-76.7424,1724,128
Lakeland,44.9503,-92.77,1723,321
Lyman,41.3274,-110.2977,1723,428
Roundup,46.4484,-108.5401,1723,514
Bay Springs,31.9772,-89.2792,1723,44
Senath,36.134,-90.1614,1721,345
Braham,45.7223,-93.1717,1721,412
Meridian,31.9262,-97.6501,1720,318
Ledbetter,37.0485,-88.4949,1720,96
Moville,42.4903,-96.068,1720,723
Versailles,39.0634,-85.2566,1719,423
Lester Prairie,44.8829,-94.0375,1719,744
Frewsburg,42.0576,-79.1483,1719,198
Hatch,32.6663,-107.1644,1718,220
Panguitch,37.8236,-112.4342,1718,215
Winchester,39.6298,-90.456,1717,587
Romancoke,38.8872,-76.3476,1717,522
Harlan,41.1966,-84.9245,1715,213
Nicholson,34.1172,-83.4289,1714,167
Fort Recovery,40.4121,-84.7762,1714,534
Glenmoor,40.6639,-80.6133,1713,236
Ko Olina,21.3378,-158.1188,1713,612
Meridian Hills,39.8874,-86.1567,1712,448
MacArthur,37.7551,-81.2079,1712,227
Smith Valley,38.8109,-119.3517,1711,6
Youngsville,41.8525,-79.3167,1711,496
Burns,36.0508,-87.2984,1711,195
Dravosburg,40.3508,-79.8907,1710,683
Southport,41.135,-73.2873,1710,761
Mill Hall,41.1045,-77.4888,1710,716
Chatmoss,36.6758,-79.7981,1710,123
Dallas Center,41.6854,-93.9816,1710,125
Shortsville,42.9556,-77.2227,1709,1046
Mazomanie,43.1731,-89.7954,1709,375
Pole Ojea,17.9743,-67.1832,1709,1187
Garrison,47.6532,-101.4219,1708,471
Delavan,40.371,-89.5461,1708,457
Mancelona,44.9024,-85.0613,1708,657
Rawls Springs,31.3797,-89.3878,1708,361
Santa Clara,32.7801,-108.1493,1708,331
Heceta Beach,44.0248,-124.1208,1708,268
Ripley,38.7325,-83.8346,1707,331
Unionville,31.4363,-83.5084,1707,877
Erin,36.316,-87.7025,1706,169
North Belle Vernon,40.132,-79.8639,1706,1569
Lockport Heights,29.6564,-90.5486,1706,504
Harpersville,33.3184,-86.4286,1706,30
Quincy,39.931,-120.9548,1706,155
Weyauwega,44.324,-88.9333,1706,428
Katonah,41.256,-73.6857,1706,897
Powells Crossroads,35.1849,-85.4848,1705,134
Limestone Creek,26.9432,-80.1407,1704,1682
Berino,32.069,-106.6221,1704,700
Crescent City,29.4374,-81.5173,1704,318
Barview,43.347,-124.3073,1704,475
Bayou Gauche,29.8081,-90.421,1703,51
Chenoweth,45.6206,-121.2363,1703,116
Coaling,33.1641,-87.3534,1702,131
Hamilton,41.5409,-84.9204,1702,313
Sesser,38.0906,-89.051,1702,637
Malvern,31.1428,-85.521,1702,46
Owenton,38.5385,-84.8411,1701,345
Shreve,40.6813,-82.0217,1701,759
Elm City,35.8044,-77.8561,1701,305
Port Carbon,40.6969,-76.1666,1701,870
Arapahoe,42.9911,-108.4562,1701,23
West Unity,41.5889,-84.4306,1700,428
Ackerman,33.311,-89.1711,1700,291
Pine,34.3788,-111.4574,1700,20
Painted Post,42.1634,-77.0925,1700,515
Mona,39.8121,-111.8495,1699,247
Tunkhannock,41.5413,-75.9485,1699,738
Aberdeen,41.4418,-87.1167,1698,521
Henryville,38.5394,-85.7653,1698,232
Wacousta,42.8202,-84.6907,1698,73
Watertown,36.1007,-86.1394,1698,456
Chapin,34.165,-81.3446,1698,331
Barry,39.6982,-91.0399,1698,457
Lake Sherwood,34.134,-118.8804,1697,208
Lamar,35.4436,-93.3951,1696,141
Mundys Corner,40.4431,-78.8325,1696,104
Wrightsville,34.6109,-92.2136,1695,309
Del Carmen,18.4678,-66.849,1695,1328.9
Duson,30.2365,-92.193,1695,217
Mound Bayou,33.8808,-90.728,1695,746
Pinebluff,35.1088,-79.4713,1694,250
McComb,41.1068,-83.7898,1693,627
Vinton,31.9596,-106.5935,1692,238
McAlmont,34.7925,-92.196,1692,415
Hancock,39.7054,-78.1749,1691,236
Hampden-Sydney,37.2415,-78.4693,1690,168
Phillips,45.6958,-90.4018,1690,248
Lacoochee,28.4655,-82.1698,1690,228
Dunthorpe,45.4417,-122.6594,1690,620
Reinbeck,42.3225,-92.5942,1690,300
Spencer,44.7544,-90.2983,1690,332
Columbus AFB,33.6276,-88.4454,1689,426
Toquerville,37.2666,-113.2951,1689,29
Navarre,40.7261,-81.5145,1689,366
Guttenberg,42.7885,-91.1058,1689,297
Temple,40.4084,-75.9225,1689,1584.5
Malvern,40.6894,-81.1803,1688,895
Willard,41.4148,-112.0448,1688,117
Cedarville,35.583,-94.3615,1688,73
Monson Center,42.099,-72.3048,1688,194
Itta Bena,33.5003,-90.3256,1687,461
Inkerman,41.297,-75.8165,1687,891
Youngstown,43.2488,-79.0443,1687,602
Depoe Bay,44.8091,-124.0599,1686,359
Bernice,32.8276,-92.6584,1686,201
Hallsville,39.1194,-92.2268,1686,407
Yacolt,45.8652,-122.4062,1686,1132
Grant,34.519,-86.2492,1685,351
Rural Retreat,36.901,-81.2765,1685,285
Princeville,40.9348,-89.7547,1684,383
Cassopolis,41.9116,-86.0085,1684,323
East Helena,46.585,-111.9158,1684,161
Knollwood,42.2846,-87.8793,1684,1075
Rouse,37.6196,-121.0084,1684,4636.1
Lakefield,43.678,-95.1695,1683,485
Malaga,39.5787,-75.0589,1683,304
Daguao,18.2217,-65.6798,1683,1146
Mount Pulaski,40.0102,-89.2839,1683,573
Oswego,37.1674,-95.1123,1683,269
Houghton,42.4277,-78.1638,1683,238
Cedar Bluff,34.2217,-85.5882,1683,135
Estell Manor,39.3587,-74.7752,1682,12
McColl,34.6665,-79.5447,1682,618
Pine Bush,41.6093,-74.2966,1682,308
Angola on the Lake,42.655,-79.0523,1682,255
Webster,45.3366,-97.5219,1681,400
Grant Park,41.2429,-87.6353,1681,190
Dalton,40.7995,-81.7033,1681,394
Tremont,40.6302,-76.3912,1681,894
Ashland,33.2703,-85.8337,1680,88
North Pekin,40.6114,-89.6225,1680,466
Aurora,47.5312,-92.24,1679,175
Biltmore Forest,35.5348,-82.5403,1679,222
Woodbranch,30.1813,-95.1836,1679,322
Kalida,40.9854,-84.1946,1679,385
Courtland,36.7123,-77.062,1679,706
Roseland,40.7862,-82.5472,1678,991
Mill Plain,41.1539,-73.2695,1678,1330
Sandy Valley,35.8423,-115.6304,1678,11
Freedom,40.6848,-80.2532,1677,1072
Brooklyn,41.732,-92.445,1677,492
Lake Isabella,43.6417,-85.003,1676,185
Olivet,42.444,-84.9246,1675,633
Bruceville-Eddy,31.3105,-97.2477,1675,157
Los Ranchos,35.2104,-120.6295,1675,223
Gallatin,39.9106,-93.9642,1674,235
Cheswold,39.2189,-75.5882,1673,351
Plainville,39.2341,-99.3009,1673,539
Evart,43.9003,-85.2751,1673,262
Mercersburg,39.8318,-77.9028,1673,716
Chepachet,41.9104,-71.6654,1673,117
Holliday,33.8141,-98.6899,1673,264
Leona Valley,34.6147,-118.299,1672,34
Hillcrest,41.9669,-89.0626,1672,181
Ashley,40.4098,-82.9516,1672,979
Waterville,42.9306,-75.3802,1672,455
Taylorsville,38.0368,-85.3333,1671,709
Corning,40.9923,-94.7397,1671,414
Spinnerstown,40.4412,-75.4414,1671,341
Oriole Beach,30.367,-87.0955,1670,766
Wakefield,46.4767,-89.9336,1669,81
Spring Valley,34.3452,-112.1592,1668,631
Weldon,36.4239,-77.613,1668,220
Monte Alto,26.3744,-97.9727,1667,286
Caddo Mills,33.0504,-96.2279,1666,152
Stedman,35.0114,-78.6996,1666,381
Shelby,33.9508,-90.7653,1666,235
Beulaville,34.9228,-77.7724,1666,416
Hollis,34.6897,-99.9153,1666,433
Oakland,41.3115,-95.3951,1665,358
Milford,41.4143,-85.8446,1664,442
Lumberton,31.0064,-89.4592,1664,90
Holland,41.6192,-83.7081,1664,650
Heritage Lake,40.5454,-89.3309,1664,563
Clinton,30.8613,-91.015,1663,234
Perry,41.7636,-81.143,1662,282
Gower,39.6129,-94.5947,1661,647
Dover,36.4818,-87.8438,1661,167
Union City,40.1996,-84.7943,1660,698
Coleraine,47.2639,-93.4524,1660,41
Corydon,40.7577,-93.3175,1659,474
Norris,36.2137,-84.0629,1659,76
Bessemer,46.4775,-90.0498,1659,116
Shelburne Falls,42.6063,-72.7436,1659,243
East Pittsburgh,40.3969,-79.8382,1659,1652
Stockton,39.4251,-99.2764,1659,386
Caney,37.014,-95.9315,1659,473
Key Vista,28.1946,-82.7703,1659,844
Munfordville,37.2795,-85.8982,1659,285
Bartlett,30.7952,-97.4324,1658,517
Arlington,41.4548,-96.3565,1657,1069
Bruce,33.9909,-89.3454,1657,262
Shepherdstown,39.432,-77.8046,1657,1594
Pleasant Hill,34.9188,-89.8917,1657,136
Roodhouse,39.484,-90.374,1656,567
Stockton,42.3526,-90.002,1656,340
Capron,42.3986,-88.7394,1656,832
Cheswick,40.5428,-79.8013,1656,1381
Helena West Side,46.5966,-112.1148,1656,41
Lake Como,40.1706,-74.0262,1655,1261.7
Pinehurst,47.5364,-116.2327,1655,641
Liberty,39.6349,-84.926,1655,745
Melbourne,36.0638,-91.882,1655,91
Ainsworth,42.5485,-99.8576,1655,636
Cordova,33.7613,-87.1926,1655,109
Cataula,32.6566,-84.8674,1654,98
Sturgis,37.5466,-87.9879,1654,407
Hebron,40.1685,-97.5866,1654,432
Lakin,37.94,-101.2585,1654,675
Arnold Line,31.3372,-89.3771,1654,384
Rossville,40.4196,-86.5958,1654,1390
Pelzer,34.6433,-82.4588,1653,698
Spencerville,39.119,-76.9828,1653,408
Bent Creek,35.5081,-82.6176,1652,288
De Soto,37.8163,-89.2269,1652,699
Bridgeport,40.0673,-80.7473,1652,466
Port Norris,39.2521,-75.0412,1652,100
Berrien Springs,41.9474,-86.3403,1652,694
Hildebran,35.7182,-81.421,1652,225
Boulevard Gardens,26.1253,-80.1804,1652,1448.6
Thunder Mountain,35.1009,-106.2278,1652,144
Honeyville,41.6361,-112.0857,1651,54
Thorp,44.9579,-90.8022,1651,430
Laguna Park,31.8643,-97.3861,1650,212
Monon,40.8642,-86.8787,1650,719
West Liberty,40.1648,-80.5972,1650,583
Stonebridge,40.2947,-74.4653,1649,1388
Home,47.279,-122.7745,1649,100
New Haven,38.9876,-81.9656,1649,578
Smethport,41.8075,-78.4439,1648,378
Evadale,30.3369,-94.06,1648,37
Nora Springs,43.1445,-93.0093,1648,287
Cambridge City,39.8125,-85.1703,1648,630
Searles Valley,35.77,-117.3967,1647,60
Madison,45.0127,-96.189,1647,605
Gamerco,35.5699,-108.7641,1646,664
Shell Rock,42.7126,-92.5816,1646,396
Sea Breeze,34.0698,-77.8965,1646,340
Locust Fork,33.8957,-86.6302,1645,163
Hampton,33.5347,-92.4667,1645,193
Craig Beach,41.116,-80.9827,1645,809
Boaz,39.3671,-81.4854,1645,177
Parcelas de Navarro,18.2301,-66.0043,1644,4148.7
Moscow,41.3417,-75.5316,1644,222
Lazy Mountain,61.6517,-148.902,1644,10
Ethete,43.0008,-108.723,1644,19
Forest City,41.6521,-75.4691,1644,694
Derwood,39.1136,-77.151,1644,1013
Graysville,35.4494,-85.0762,1644,538
Rocky Point,34.4441,-77.8909,1644,92
Lake Mohawk,40.6608,-81.1929,1643,172
Byhalia,34.869,-89.689,1643,88
Patrick AFB,28.2346,-80.6079,1642,205
Brackettville,29.3181,-100.4109,1642,200
Weston,41.3464,-83.7948,1642,556
Ordway,38.2208,-103.7566,1642,821
Manito,40.4201,-89.7806,1642,419
Homewood,33.8927,-79.0518,1642,312
Ocean Ridge,26.5286,-80.0499,1642,833
Whitmire,34.5041,-81.6144,1641,511
Perryopolis,40.0869,-79.7526,1641,432
Freeman,43.3475,-97.4306,1641,433
Old River-Winfree,29.8745,-94.8268,1641,404
Hawkins,32.5917,-95.2027,1641,287
New Plymouth,43.9705,-116.8189,1641,921
North Vacherie,30.0048,-90.7109,1641,112
Poquonock Bridge,41.3379,-72.0176,1640,471
Jaguas,18.3074,-66.4777,1640,302
Monona,43.0504,-91.391,1639,491
Worthington,38.5509,-82.7348,1639,557
Shasta,40.5911,-122.4797,1639,57
Callender,35.048,-120.576,1638,276
Bear Creek,34.2651,-87.7164,1638,46
Saint John's University,45.5798,-94.3931,1637,966
Arbury Hills,41.5353,-87.8461,1637,2452.4
Industry,40.6595,-80.4115,1637,62
Lakeside,32.8222,-97.4867,1636,361
South Connellsville,39.9946,-79.5804,1636,375
Clearwater,45.4102,-94.0447,1636,403
Pilot Mountain,36.3853,-80.4735,1635,310
West Glendive,47.1057,-104.754,1635,164
Braddock Hills,40.418,-79.863,1635,666
Estancia,34.7667,-106.0301,1635,102
Pine Grove Mills,40.7315,-77.8884,1635,252
Crump,35.2315,-88.3381,1634,49
Lake Lure,35.4404,-82.2065,1634,47
Forest Heights,30.2339,-93.761,1634,223
Spring Green,43.1776,-90.0688,1633,377
Centreville,31.087,-91.0655,1633,272
Whitley City,36.7238,-84.4731,1633,273
Stony Prairie,41.3522,-83.1519,1632,392
Randolph,43.5397,-89.0029,1632,507
Elizabeth Lake,34.6589,-118.3785,1632,101
Chrisman,39.8044,-87.6749,1632,876
Lake Camelot,40.6341,-89.7509,1631,361
Justice,36.2908,-95.5636,1630,70
Westville,35.991,-94.5751,1630,380
Lookout Mountain,34.9664,-85.3622,1629,236
Trumansburg,42.541,-76.6618,1629,453
Brass Castle,40.7621,-75.014,1629,214
Prince George,37.2209,-77.2683,1629,100
